 ################ 1 Barreau:1983ht             1
##################### 2 O'Connell:1987ag           1
#  3 Sealock:1989nx             1
################## 4 Baran:1988tw               1
# 5 Bagdasaryan:1988hp         0
# 6 Dai - HallA:2019da            1
# 7 Arrington:1995hs           1
 8 Day:1993md                 1
 9 Arrington:1998psnoCC       0
10 Gaskell:2008               1
11 Whitney:1974hr             0
12 AlsamiJan05                  1
13 VaheJun07                  1
14 E139                       0
15 Fomin                      0
16 Yamaguchi73
17 Ryan84
18 Cyzyk63
19 Bounin63
20 Spanner
21 Mihovilovic:2024ymj
Bosted:1992fy                           set =           25
 Rock-pc                                 set =           26
 Tvaskis:2006                            set =           27
 GarinoBates:1992                        set =           28
 Day:1993md                              set =           29
 YaLIJan05:2005                          set =           30
 VaheJun07: 2007                         set =           31
 E139                                    set =           32
 MurphyHallA:2019                        set =           33
 Franz:1981cw                            set =           34
   Z   A     E        theta     Nu      CS           err        set
     13     27    5.1500   17.9830    1.1850 0.2659E+03 0.5235E+01    31
     13     27    5.1500   17.9830    1.2020 0.2749E+03 0.5421E+01    31
     13     27    5.1500   17.9830    1.2190 0.3018E+03 0.5860E+01    31
     13     27    5.1500   17.9830    1.2360 0.3075E+03 0.6022E+01    31
     13     27    5.1500   17.9830    1.2530 0.3167E+03 0.6262E+01    31
     13     27    5.1500   17.9830    1.2700 0.3270E+03 0.6555E+01    31
     13     27    5.1500   17.9830    1.2860 0.3386E+03 0.6732E+01    31
     13     27    5.1500   17.9830    1.3030 0.3487E+03 0.7067E+01    31
     13     27    5.1500   17.9830    1.3200 0.3574E+03 0.7445E+01    31
     13     27    5.1500   17.9830    1.8070 0.8137E+03 0.1348E+02    31
     13     27    5.1500   17.9830    1.8240 0.8303E+03 0.1364E+02    31
     13     27    5.1500   17.9830    1.8410 0.8353E+03 0.1345E+02    31
     13     27    5.1500   17.9830    1.8580 0.8502E+03 0.1348E+02    31
     13     27    5.1500   17.9830    1.8750 0.8589E+03 0.1355E+02    31
     13     27    5.1500   17.9830    1.8910 0.8787E+03 0.1378E+02    31
     13     27    5.1500   17.9830    1.9080 0.8800E+03 0.1377E+02    31
     13     27    5.1500   17.9830    1.9250 0.9138E+03 0.1416E+02    31
     13     27    5.1500   17.9830    1.9420 0.9102E+03 0.1408E+02    31
     13     27    5.1500   17.9830    1.9590 0.9191E+03 0.1417E+02    31
     13     27    5.1500   17.9830    1.9750 0.9341E+03 0.1434E+02    31
     13     27    5.1500   17.9830    1.9920 0.9445E+03 0.1444E+02    31
     13     27    5.1500   17.9830    2.0090 0.9725E+03 0.1476E+02    31
     13     27    5.1500   17.9830    2.0260 0.9770E+03 0.1477E+02    31
     13     27    5.1500   17.9830    2.0430 0.1005E+04 0.1509E+02    31
     13     27    5.1500   17.9830    2.0600 0.9855E+03 0.1483E+02    31
     13     27    5.1500   17.9830    2.0760 0.9942E+03 0.1493E+02    31
     13     27    5.1500   17.9830    2.0930 0.1007E+04 0.1505E+02    31
     13     27    5.1500   17.9830    2.1100 0.1030E+04 0.1528E+02    31
     13     27    5.1500   17.9830    2.1270 0.1027E+04 0.1521E+02    31
     13     27    5.1500   17.9830    2.1440 0.1030E+04 0.1523E+02    31
     13     27    5.1500   17.9830    2.1600 0.1043E+04 0.1570E+02    31
     13     27    5.1500   17.9830    2.1770 0.1059E+04 0.1609E+02    31
     13     27    5.1500   17.9830    2.1940 0.1068E+04 0.1645E+02    31
     13     27    5.1500   17.9830    2.2110 0.1085E+04 0.1697E+02    31
     13     27    5.1500   17.9830    2.2280 0.1082E+04 0.1790E+02    31
     13     27    5.1500   22.9730    2.5830 0.2831E+03 0.4505E+01    31
     13     27    5.1500   22.9730    2.5980 0.2915E+03 0.4470E+01    31
     13     27    5.1500   22.9730    2.6130 0.2957E+03 0.4401E+01    31
     13     27    5.1500   22.9730    2.6270 0.2999E+03 0.4360E+01    31
     13     27    5.1500   22.9730    2.6420 0.3009E+03 0.4301E+01    31
     13     27    5.1500   22.9730    2.6570 0.3093E+03 0.4351E+01    31
     13     27    5.1500   22.9730    2.6720 0.3085E+03 0.4300E+01    31
     13     27    5.1500   22.9730    2.6870 0.3192E+03 0.4421E+01    31
     13     27    5.1500   22.9730    2.7020 0.3156E+03 0.4377E+01    31
     13     27    5.1500   22.9730    2.7170 0.3226E+03 0.4460E+01    31
     13     27    5.1500   22.9730    2.7310 0.3226E+03 0.4456E+01    31
     13     27    5.1500   22.9730    2.7460 0.3335E+03 0.4575E+01    31
     13     27    5.1500   22.9730    2.7610 0.3359E+03 0.4602E+01    31
     13     27    5.1500   22.9730    2.7760 0.3358E+03 0.4590E+01    31
     13     27    5.1500   22.9730    2.7910 0.3439E+03 0.4682E+01    31
     13     27    5.1500   22.9730    2.8060 0.3417E+03 0.4653E+01    31
     13     27    5.1500   22.9730    2.8200 0.3482E+03 0.4724E+01    31
     13     27    5.1500   22.9730    2.8350 0.3491E+03 0.4725E+01    31
     13     27    5.1500   22.9730    2.8500 0.3573E+03 0.4818E+01    31
     13     27    5.1500   22.9730    2.8650 0.3585E+03 0.4825E+01    31
     13     27    5.1500   22.9730    2.8800 0.3549E+03 0.4867E+01    31
     13     27    5.1500   22.9730    2.8950 0.3687E+03 0.5078E+01    31
     13     27    5.1500   22.9730    2.9100 0.3731E+03 0.5197E+01    31
     13     27    5.1500   22.9730    2.9240 0.3706E+03 0.5368E+01    31
     13     27    5.1500   22.9730    2.9390 0.3691E+03 0.5494E+01    31
     13     27    5.1500   22.9730    2.9540 0.3795E+03 0.5811E+01    31
     13     27    5.1500   22.9830    1.2620 0.3810E+01 0.2774E+00    31
     13     27    5.1500   22.9830    1.2770 0.4071E+01 0.2752E+00    31
     13     27    5.1500   22.9830    1.2920 0.5310E+01 0.3078E+00    31
     13     27    5.1500   22.9830    1.3070 0.6064E+01 0.3219E+00    31
     13     27    5.1500   22.9830    1.3220 0.6928E+01 0.3485E+00    31
     13     27    5.1500   22.9830    1.3360 0.7771E+01 0.3597E+00    31
     13     27    5.1500   22.9830    1.3510 0.8460E+01 0.3727E+00    31
     13     27    5.1500   22.9830    1.3660 0.9815E+01 0.4090E+00    31
     13     27    5.1500   22.9830    1.3810 0.1131E+02 0.4338E+00    31
     13     27    5.1500   22.9830    1.3960 0.1178E+02 0.4387E+00    31
     13     27    5.1500   22.9830    1.4110 0.1291E+02 0.4602E+00    31
     13     27    5.1500   22.9830    1.4250 0.1473E+02 0.4984E+00    31
     13     27    5.1500   22.9830    1.4400 0.1623E+02 0.5241E+00    31
     13     27    5.1500   22.9830    1.4550 0.1766E+02 0.5495E+00    31
     13     27    5.1500   22.9830    1.4700 0.2049E+02 0.5962E+00    31
     13     27    5.1500   22.9830    1.4850 0.2106E+02 0.5957E+00    31
     13     27    5.1500   22.9830    1.5000 0.2269E+02 0.6172E+00    31
     13     27    5.1500   22.9830    1.5150 0.2375E+02 0.6278E+00    31
     13     27    5.1500   22.9830    1.5290 0.2631E+02 0.6661E+00    31
     13     27    5.1500   22.9830    1.5440 0.2743E+02 0.6780E+00    31
     13     27    5.1500   22.9830    1.5590 0.2909E+02 0.7023E+00    31
     13     27    5.1500   22.9830    1.5740 0.3048E+02 0.7160E+00    31
     13     27    5.1500   22.9830    1.5890 0.3241E+02 0.7422E+00    31
     13     27    5.1500   22.9830    1.6040 0.3345E+02 0.7550E+00    31
     13     27    5.1500   22.9830    1.6180 0.3592E+02 0.7914E+00    31
     13     27    5.1500   22.9830    1.6330 0.3704E+02 0.8080E+00    31
     13     27    5.1500   22.9830    1.6480 0.3945E+02 0.8465E+00    31
     13     27    5.1500   22.9830    1.6630 0.4290E+02 0.8927E+00    31
     13     27    5.1500   22.9830    1.6780 0.4342E+02 0.8943E+00    31
     13     27    5.1500   22.9830    1.6930 0.4662E+02 0.9652E+00    31
     13     27    5.1500   22.9830    1.7080 0.4856E+02 0.9927E+00    31
     13     27    5.1500   22.9830    1.7220 0.5087E+02 0.1038E+01    31
     13     27    5.1500   22.9830    1.7370 0.5380E+02 0.1106E+01    31
     13     27    5.1500   22.9830    1.7520 0.5487E+02 0.1347E+01    31
     13     27    5.1500   22.9830    1.7520 0.5626E+02 0.1167E+01    31
     13     27    5.1500   22.9830    1.7670 0.5742E+02 0.1210E+01    31
     13     27    5.1500   22.9830    1.7670 0.5957E+02 0.1411E+01    31
     13     27    5.1500   22.9830    1.7820 0.5904E+02 0.1342E+01    31
     13     27    5.1500   22.9830    1.7820 0.6090E+02 0.1301E+01    31
     13     27    5.1500   22.9830    1.7970 0.6320E+02 0.1359E+01    31
     13     27    5.1500   22.9830    1.7970 0.6442E+02 0.1353E+01    31
     13     27    5.1500   22.9830    1.8110 0.6575E+02 0.1355E+01    31
     13     27    5.1500   22.9830    1.8110 0.6762E+02 0.1452E+01    31
     13     27    5.1500   22.9830    1.8260 0.6805E+02 0.1535E+01    31
     13     27    5.1500   22.9830    1.8260 0.7084E+02 0.1434E+01    31
     13     27    5.1500   22.9830    1.8410 0.7516E+02 0.1497E+01    31
     13     27    5.1500   22.9830    1.8560 0.7542E+02 0.1436E+01    31
     13     27    5.1500   22.9830    1.8710 0.7792E+02 0.1452E+01    31
     13     27    5.1500   22.9830    1.8860 0.8382E+02 0.1532E+01    31
     13     27    5.1500   22.9830    1.9010 0.8848E+02 0.1596E+01    31
     13     27    5.1500   22.9830    1.9150 0.8822E+02 0.1593E+01    31
     13     27    5.1500   22.9830    1.9300 0.9568E+02 0.1692E+01    31
     13     27    5.1500   22.9830    1.9450 0.9764E+02 0.1711E+01    31
     13     27    5.1500   22.9830    1.9600 0.1007E+03 0.1747E+01    31
     13     27    5.1500   22.9830    1.9750 0.1092E+03 0.1860E+01    31
     13     27    5.1500   22.9830    1.9900 0.1118E+03 0.1885E+01    31
     13     27    5.1500   22.9830    2.0040 0.1169E+03 0.1951E+01    31
     13     27    5.1500   22.9830    2.0190 0.1173E+03 0.1952E+01    31
     13     27    5.1500   22.9830    2.0340 0.1236E+03 0.2019E+01    31
     13     27    5.1500   22.9830    2.0490 0.1277E+03 0.2064E+01    31
     13     27    5.1500   22.9830    2.0640 0.1312E+03 0.2104E+01    31
     13     27    5.1500   22.9830    2.0790 0.1333E+03 0.2123E+01    31
     13     27    5.1500   22.9830    2.0940 0.1403E+03 0.2204E+01    31
     13     27    5.1500   22.9830    2.1080 0.1469E+03 0.2292E+01    31
     13     27    5.1500   22.9830    2.1230 0.1508E+03 0.2327E+01    31
     13     27    5.1500   22.9830    2.1380 0.1541E+03 0.2396E+01    31
     13     27    5.1500   22.9830    2.1530 0.1592E+03 0.2453E+01    31
     13     27    5.1500   22.9830    2.1680 0.1654E+03 0.2551E+01    31
     13     27    5.1500   22.9830    2.1830 0.1692E+03 0.2622E+01    31
     13     27    5.1500   22.9830    2.1980 0.1755E+03 0.2743E+01    31
     13     27    5.1500   22.9830    2.2120 0.1797E+03 0.3291E+01    31
     13     27    5.1500   22.9830    2.2120 0.1817E+03 0.2871E+01    31
     13     27    5.1500   22.9830    2.2270 0.1801E+03 0.3184E+01    31
     13     27    5.1500   22.9830    2.2270 0.1845E+03 0.2966E+01    31
     13     27    5.1500   22.9830    2.2420 0.1847E+03 0.3056E+01    31
     13     27    5.1500   22.9830    2.2420 0.1851E+03 0.3157E+01    31
     13     27    5.1500   22.9830    2.2570 0.1898E+03 0.3252E+01    31
     13     27    5.1500   22.9830    2.2570 0.1911E+03 0.3165E+01    31
     13     27    5.1500   22.9830    2.2720 0.1934E+03 0.3180E+01    31
     13     27    5.1500   22.9830    2.2870 0.1948E+03 0.3196E+01    31
     13     27    5.1500   22.9830    2.3010 0.2046E+03 0.3230E+01    31
     13     27    5.1500   22.9830    2.3160 0.2106E+03 0.3302E+01    31
     13     27    5.1500   22.9830    2.3310 0.2118E+03 0.3312E+01    31
     13     27    5.1500   22.9830    2.3460 0.2170E+03 0.3373E+01    31
     13     27    5.1500   22.9830    2.3610 0.2229E+03 0.3432E+01    31
     13     27    5.1500   22.9830    2.3760 0.2230E+03 0.3431E+01    31
     13     27    5.1500   22.9830    2.3910 0.2343E+03 0.3564E+01    31
     13     27    5.1500   22.9830    2.4050 0.2383E+03 0.3604E+01    31
     13     27    5.1500   22.9830    2.4200 0.2419E+03 0.3639E+01    31
     13     27    5.1500   22.9830    2.4350 0.2424E+03 0.3640E+01    31
     13     27    5.1500   22.9830    2.4500 0.2512E+03 0.3738E+01    31
     13     27    5.1500   22.9830    2.4650 0.2515E+03 0.3741E+01    31
     13     27    5.1500   22.9830    2.4800 0.2593E+03 0.3824E+01    31
     13     27    5.1500   22.9830    2.4940 0.2616E+03 0.3842E+01    31
     13     27    5.1500   22.9830    2.5090 0.2598E+03 0.3810E+01    31
     13     27    5.1500   22.9830    2.5240 0.2794E+03 0.4039E+01    31
     13     27    5.1500   22.9830    2.5390 0.2756E+03 0.4066E+01    31
     13     27    5.1500   22.9830    2.5540 0.2886E+03 0.4269E+01    31
     13     27    5.1500   22.9830    2.5690 0.2868E+03 0.4311E+01    31
     13     27    5.1500   22.9830    2.5840 0.2917E+03 0.4451E+01    31
     13     27    5.1500   22.9830    2.5980 0.2907E+03 0.4541E+01    31
     13     27    5.1500   22.9830    2.6130 0.2976E+03 0.4753E+01    31
     13     27    5.1500   22.9830    2.6280 0.2998E+03 0.5214E+01    31
     13     27    5.1500   26.9830    1.7630 0.3354E+01 0.1851E+00    31
     13     27    5.1500   26.9830    1.7760 0.3724E+01 0.1856E+00    31
     13     27    5.1500   26.9830    1.7890 0.4455E+01 0.2039E+00    31
     13     27    5.1500   26.9830    1.8030 0.4899E+01 0.2065E+00    31
     13     27    5.1500   26.9830    1.8160 0.5052E+01 0.1996E+00    31
     13     27    5.1500   26.9830    1.8290 0.5133E+01 0.1923E+00    31
     13     27    5.1500   26.9830    1.8430 0.6257E+01 0.2174E+00    31
     13     27    5.1500   26.9830    1.8560 0.6224E+01 0.2145E+00    31
     13     27    5.1500   26.9830    1.8690 0.6772E+01 0.2163E+00    31
     13     27    5.1500   26.9830    1.8830 0.7183E+01 0.2224E+00    31
     13     27    5.1500   26.9830    1.8960 0.7553E+01 0.2276E+00    31
     13     27    5.1500   26.9830    1.9090 0.8291E+01 0.2402E+00    31
     13     27    5.1500   26.9830    1.9230 0.8493E+01 0.2437E+00    31
     13     27    5.1500   26.9830    1.9360 0.9095E+01 0.2532E+00    31
     13     27    5.1500   26.9830    1.9490 0.9523E+01 0.2599E+00    31
     13     27    5.1500   26.9830    1.9630 0.1028E+02 0.2742E+00    31
     13     27    5.1500   26.9830    1.9760 0.1118E+02 0.2887E+00    31
     13     27    5.1500   26.9830    1.9900 0.1162E+02 0.2941E+00    31
     13     27    5.1500   26.9830    2.0030 0.1186E+02 0.2985E+00    31
     13     27    5.1500   26.9830    2.0160 0.1287E+02 0.3148E+00    31
     13     27    5.1500   26.9830    2.0300 0.1342E+02 0.3227E+00    31
     13     27    5.1500   26.9830    2.0430 0.1449E+02 0.3407E+00    31
     13     27    5.1500   26.9830    2.0560 0.1514E+02 0.3503E+00    31
     13     27    5.1500   26.9830    2.0700 0.1585E+02 0.3599E+00    31
     13     27    5.1500   26.9830    2.0830 0.1693E+02 0.3788E+00    31
     13     27    5.1500   26.9830    2.0960 0.1749E+02 0.3841E+00    31
     13     27    5.1500   26.9830    2.1100 0.1832E+02 0.3954E+00    31
     13     27    5.1500   26.9830    2.1230 0.2009E+02 0.4235E+00    31
     13     27    5.1500   26.9830    2.1360 0.2045E+02 0.4386E+00    31
     13     27    5.1500   26.9830    2.1500 0.2134E+02 0.4494E+00    31
     13     27    5.1500   26.9830    2.1630 0.2320E+02 0.4876E+00    31
     13     27    5.1500   26.9830    2.1760 0.2492E+02 0.5205E+00    31
     13     27    5.1500   26.9830    2.1900 0.2501E+02 0.5318E+00    31
     13     27    5.1500   26.9830    2.2030 0.2633E+02 0.5698E+00    31
     13     27    5.1500   26.9830    2.2030 0.2679E+02 0.8304E+00    31
     13     27    5.1500   26.9830    2.2160 0.2679E+02 0.5954E+00    31
     13     27    5.1500   26.9830    2.2160 0.2775E+02 0.8011E+00    31
     13     27    5.1500   26.9830    2.2300 0.2935E+02 0.6359E+00    31
     13     27    5.1500   26.9830    2.2300 0.3010E+02 0.8073E+00    31
     13     27    5.1500   26.9830    2.2430 0.2995E+02 0.6710E+00    31
     13     27    5.1500   26.9830    2.2430 0.3102E+02 0.8209E+00    31
     13     27    5.1500   26.9830    2.2560 0.3112E+02 0.7290E+00    31
     13     27    5.1500   26.9830    2.2560 0.3251E+02 0.8127E+00    31
     13     27    5.1500   26.9830    2.2700 0.3352E+02 0.8069E+00    31
     13     27    5.1500   26.9830    2.2830 0.3518E+02 0.8136E+00    31
     13     27    5.1500   26.9830    2.2960 0.3675E+02 0.8503E+00    31
     13     27    5.1500   26.9830    2.3100 0.3793E+02 0.8381E+00    31
     13     27    5.1500   26.9830    2.3230 0.3910E+02 0.8534E+00    31
     13     27    5.1500   26.9830    2.3360 0.4084E+02 0.8776E+00    31
     13     27    5.1500   26.9830    2.3500 0.4246E+02 0.9005E+00    31
     13     27    5.1500   26.9830    2.3630 0.4402E+02 0.9222E+00    31
     13     27    5.1500   26.9830    2.3760 0.4606E+02 0.9478E+00    31
     13     27    5.1500   26.9830    2.3900 0.4772E+02 0.9690E+00    31
     13     27    5.1500   26.9830    2.4030 0.4922E+02 0.9877E+00    31
     13     27    5.1500   26.9830    2.4170 0.5111E+02 0.1013E+01    31
     13     27    5.1500   26.9830    2.4300 0.5223E+02 0.1025E+01    31
     13     27    5.1500   26.9830    2.4430 0.5558E+02 0.1069E+01    31
     13     27    5.1500   26.9830    2.4570 0.5600E+02 0.1073E+01    31
     13     27    5.1500   26.9830    2.4700 0.5857E+02 0.1105E+01    31
     13     27    5.1500   26.9830    2.4830 0.6024E+02 0.1124E+01    31
     13     27    5.1500   26.9830    2.4970 0.6328E+02 0.1165E+01    31
     13     27    5.1500   26.9830    2.5100 0.6358E+02 0.1162E+01    31
     13     27    5.1500   26.9830    2.5230 0.6757E+02 0.1227E+01    31
     13     27    5.1500   26.9830    2.5370 0.6894E+02 0.1277E+01    31
     13     27    5.1500   26.9830    2.5500 0.7114E+02 0.1310E+01    31
     13     27    5.1500   26.9830    2.5630 0.7375E+02 0.1369E+01    31
     13     27    5.1500   26.9830    2.5770 0.7633E+02 0.1438E+01    31
     13     27    5.1500   26.9830    2.5900 0.7756E+02 0.1502E+01    31
     13     27    5.1500   26.9830    2.5900 0.7822E+02 0.1504E+01    31
     13     27    5.1500   26.9830    2.6030 0.7858E+02 0.1571E+01    31
     13     27    5.1500   26.9830    2.6030 0.7921E+02 0.1453E+01    31
     13     27    5.1500   26.9830    2.6170 0.7966E+02 0.1415E+01    31
     13     27    5.1500   26.9830    2.6170 0.8193E+02 0.1693E+01    31
     13     27    5.1500   26.9830    2.6300 0.8184E+02 0.1795E+01    31
     13     27    5.1500   26.9830    2.6300 0.8231E+02 0.1409E+01    31
     13     27    5.1500   26.9830    2.6430 0.8537E+02 0.1414E+01    31
     13     27    5.1500   26.9830    2.6570 0.8701E+02 0.1413E+01    31
     13     27    5.1500   26.9830    2.6700 0.9086E+02 0.1476E+01    31
     13     27    5.1500   26.9830    2.6830 0.9084E+02 0.1436E+01    31
     13     27    5.1500   26.9830    2.6970 0.9329E+02 0.1464E+01    31
     13     27    5.1500   26.9830    2.7100 0.9486E+02 0.1487E+01    31
     13     27    5.1500   26.9830    2.7230 0.9815E+02 0.1523E+01    31
     13     27    5.1500   26.9830    2.7370 0.1003E+03 0.1541E+01    31
     13     27    5.1500   26.9830    2.7500 0.1012E+03 0.1556E+01    31
     13     27    5.1500   26.9830    2.7630 0.1043E+03 0.1590E+01    31
     13     27    5.1500   26.9830    2.7770 0.1070E+03 0.1616E+01    31
     13     27    5.1500   26.9830    2.7900 0.1082E+03 0.1633E+01    31
     13     27    5.1500   26.9830    2.8030 0.1089E+03 0.1636E+01    31
     13     27    5.1500   26.9830    2.8170 0.1130E+03 0.1681E+01    31
     13     27    5.1500   26.9830    2.8300 0.1146E+03 0.1700E+01    31
     13     27    5.1500   26.9830    2.8430 0.1191E+03 0.1748E+01    31
     13     27    5.1500   26.9830    2.8570 0.1215E+03 0.1773E+01    31
     13     27    5.1500   26.9830    2.8700 0.1234E+03 0.1814E+01    31
     13     27    5.1500   26.9830    2.8840 0.1282E+03 0.1884E+01    31
     13     27    5.1500   26.9830    2.8970 0.1263E+03 0.1916E+01    31
     13     27    5.1500   26.9830    2.9100 0.1292E+03 0.1990E+01    31
     13     27    5.1500   26.9830    2.9240 0.1292E+03 0.2529E+01    31
     13     27    5.1500   26.9830    2.9240 0.1340E+03 0.2097E+01    31
     13     27    5.1500   26.9830    2.9370 0.1331E+03 0.2477E+01    31
     13     27    5.1500   26.9830    2.9370 0.1338E+03 0.2158E+01    31
     13     27    5.1500   26.9830    2.9500 0.1340E+03 0.2250E+01    31
     13     27    5.1500   26.9830    2.9500 0.1379E+03 0.2454E+01    31
     13     27    5.1500   26.9830    2.9640 0.1414E+03 0.2493E+01    31
     13     27    5.1500   26.9830    2.9770 0.1415E+03 0.2373E+01    31
     13     27    5.1500   26.9830    2.9900 0.1437E+03 0.2361E+01    31
     13     27    5.1500   26.9830    3.0040 0.1435E+03 0.2326E+01    31
     13     27    5.1500   26.9830    3.0170 0.1453E+03 0.2350E+01    31
     13     27    5.1500   26.9830    3.0300 0.1503E+03 0.2409E+01    31
     13     27    5.1500   26.9830    3.0440 0.1484E+03 0.2386E+01    31
     13     27    5.1500   26.9830    3.0570 0.1544E+03 0.2455E+01    31
     13     27    5.1500   26.9830    3.0700 0.1527E+03 0.2431E+01    31
     13     27    5.1500   26.9830    3.0840 0.1571E+03 0.2480E+01    31
     13     27    5.1500   26.9830    3.0970 0.1610E+03 0.2527E+01    31
     13     27    5.1500   26.9830    3.1100 0.1638E+03 0.2563E+01    31
     13     27    5.1500   26.9830    3.1240 0.1635E+03 0.2558E+01    31
     13     27    5.1500   26.9830    3.1370 0.1681E+03 0.2607E+01    31
     13     27    5.1500   26.9830    3.1500 0.1694E+03 0.2619E+01    31
     13     27    5.1500   26.9830    3.1640 0.1704E+03 0.2662E+01    31
     13     27    5.1500   26.9830    3.1770 0.1729E+03 0.2722E+01    31
     13     27    5.1500   26.9830    3.1900 0.1765E+03 0.2871E+01    31
     13     27    5.1500   26.9830    3.2040 0.1794E+03 0.2981E+01    31
     13     27    5.1500   26.9830    3.2170 0.1840E+03 0.3128E+01    31
     13     27    5.1500   26.9830    3.2300 0.1850E+03 0.3260E+01    31
     13     27    5.1500   26.9830    3.2440 0.1801E+03 0.3567E+01    31
     13     27    5.1500   29.9830    2.2020 0.4275E+01 0.1991E+00    31
     13     27    5.1500   29.9830    2.2150 0.4688E+01 0.1976E+00    31
     13     27    5.1500   29.9830    2.2270 0.5069E+01 0.2067E+00    31
     13     27    5.1500   29.9830    2.2390 0.5379E+01 0.2037E+00    31
     13     27    5.1500   29.9830    2.2520 0.5488E+01 0.2051E+00    31
     13     27    5.1500   29.9830    2.2640 0.6380E+01 0.2161E+00    31
     13     27    5.1500   29.9830    2.2760 0.6387E+01 0.2093E+00    31
     13     27    5.1500   29.9830    2.2880 0.7041E+01 0.2204E+00    31
     13     27    5.1500   29.9830    2.3010 0.6974E+01 0.2136E+00    31
     13     27    5.1500   29.9830    2.3130 0.7564E+01 0.2206E+00    31
     13     27    5.1500   29.9830    2.3250 0.8251E+01 0.2324E+00    31
     13     27    5.1500   29.9830    2.3380 0.8300E+01 0.2327E+00    31
     13     27    5.1500   29.9830    2.3500 0.9390E+01 0.2526E+00    31
     13     27    5.1500   29.9830    2.3620 0.9547E+01 0.2549E+00    31
     13     27    5.1500   29.9830    2.3740 0.9958E+01 0.2611E+00    31
     13     27    5.1500   29.9830    2.3870 0.1021E+02 0.2662E+00    31
     13     27    5.1500   29.9830    2.3990 0.1086E+02 0.2757E+00    31
     13     27    5.1500   29.9830    2.4110 0.1193E+02 0.2929E+00    31
     13     27    5.1500   29.9830    2.4240 0.1309E+02 0.3096E+00    31
     13     27    5.1500   29.9830    2.4360 0.1312E+02 0.3112E+00    31
     13     27    5.1500   29.9830    2.4480 0.1377E+02 0.3193E+00    31
     13     27    5.1500   29.9830    2.4600 0.1444E+02 0.3292E+00    31
     13     27    5.1500   29.9830    2.4730 0.1488E+02 0.3363E+00    31
     13     27    5.1500   29.9830    2.4850 0.1570E+02 0.3489E+00    31
     13     27    5.1500   29.9830    2.4970 0.1667E+02 0.3621E+00    31
     13     27    5.1500   29.9830    2.5100 0.1736E+02 0.3699E+00    31
     13     27    5.1500   29.9830    2.5220 0.1795E+02 0.3911E+00    31
     13     27    5.1500   29.9830    2.5340 0.1909E+02 0.4061E+00    31
     13     27    5.1500   29.9830    2.5460 0.1967E+02 0.4207E+00    31
     13     27    5.1500   29.9830    2.5590 0.2066E+02 0.4457E+00    31
     13     27    5.1500   29.9830    2.5710 0.2188E+02 0.4767E+00    31
     13     27    5.1500   29.9830    2.5830 0.2193E+02 0.7248E+00    31
     13     27    5.1500   29.9830    2.5830 0.2296E+02 0.5085E+00    31
     13     27    5.1500   29.9830    2.5960 0.2314E+02 0.7058E+00    31
     13     27    5.1500   29.9830    2.5960 0.2384E+02 0.5187E+00    31
     13     27    5.1500   29.9830    2.6080 0.2353E+02 0.6773E+00    31
     13     27    5.1500   29.9830    2.6080 0.2485E+02 0.5564E+00    31
     13     27    5.1500   29.9830    2.6200 0.2454E+02 0.6649E+00    31
     13     27    5.1500   29.9830    2.6200 0.2479E+02 0.5825E+00    31
     13     27    5.1500   29.9830    2.6320 0.2541E+02 0.6318E+00    31
     13     27    5.1500   29.9830    2.6320 0.2677E+02 0.6752E+00    31
     13     27    5.1500   29.9830    2.6450 0.2719E+02 0.6619E+00    31
     13     27    5.1500   29.9830    2.6570 0.2798E+02 0.6593E+00    31
     13     27    5.1500   29.9830    2.6690 0.2976E+02 0.6838E+00    31
     13     27    5.1500   29.9830    2.6820 0.2991E+02 0.6724E+00    31
     13     27    5.1500   29.9830    2.6940 0.3070E+02 0.6821E+00    31
     13     27    5.1500   29.9830    2.7060 0.3254E+02 0.7090E+00    31
     13     27    5.1500   29.9830    2.7180 0.3361E+02 0.7246E+00    31
     13     27    5.1500   29.9830    2.7310 0.3533E+02 0.7464E+00    31
     13     27    5.1500   29.9830    2.7430 0.3463E+02 0.7359E+00    31
     13     27    5.1500   29.9830    2.7550 0.3679E+02 0.7660E+00    31
     13     27    5.1500   29.9830    2.7680 0.3901E+02 0.7931E+00    31
     13     27    5.1500   29.9830    2.7800 0.3895E+02 0.7923E+00    31
     13     27    5.1500   29.9830    2.7920 0.4088E+02 0.8176E+00    31
     13     27    5.1500   29.9830    2.8050 0.4249E+02 0.8357E+00    31
     13     27    5.1500   29.9830    2.8170 0.4226E+02 0.8313E+00    31
     13     27    5.1500   29.9830    2.8290 0.4498E+02 0.8700E+00    31
     13     27    5.1500   29.9830    2.8410 0.4560E+02 0.8754E+00    31
     13     27    5.1500   29.9830    2.8540 0.4677E+02 0.8879E+00    31
     13     27    5.1500   29.9830    2.8660 0.4902E+02 0.9317E+00    31
     13     27    5.1500   29.9830    2.8780 0.4984E+02 0.9553E+00    31
     13     27    5.1500   29.9830    2.8910 0.5098E+02 0.9853E+00    31
     13     27    5.1500   29.9830    2.9030 0.5252E+02 0.1031E+01    31
     13     27    5.1500   29.9830    2.9150 0.5575E+02 0.1107E+01    31
     13     27    5.1500   29.9830    2.9270 0.5415E+02 0.1123E+01    31
     13     27    5.1500   29.9830    2.9270 0.5511E+02 0.1370E+01    31
     13     27    5.1500   29.9830    2.9400 0.5746E+02 0.1341E+01    31
     13     27    5.1500   29.9830    2.9400 0.5786E+02 0.1226E+01    31
